tanggal,suka,komentar
2024-08-24 04:49:11,0,Sangat baik
2024-08-24 04:35:37,0,Sapa warga mantaps
2024-08-24 04:34:17,0,Ok
2024-08-24 04:32:47,0,aplikasi nya bagus banget we
2024-08-24 04:29:55,0,good!!
2024-08-24 04:28:43,0,Aplikasinya okee
2024-08-24 04:25:01,0,"Aplikasinya sangat dimengerti, fiturnya baguss berwarna."
2024-08-24 04:23:56,0,Mantapoo
2024-08-24 04:10:53,0,Memudahkan masyarakat
2024-08-24 04:06:46,0,Baguss
2024-08-24 03:59:51,0,Rapi all in one sukak!
2024-08-24 03:58:11,0,Bagus membantu
2024-08-24 03:56:29,0,Dengan adanya sapawarga segala urusan jd bisa cepet
2024-08-24 03:55:56,0,Terbaikkkkk 🫡
2024-08-24 03:49:23,0,aplikasi sangat membantu buat kebituhan warga jabar.
2024-08-24 03:43:04,0,"Bagus,,"
2024-08-24 03:41:42,0,Kereeen
2024-08-24 03:37:30,0,Jabar Juara sapa warga luar biasa
2024-08-24 03:35:16,0,Oke
2024-08-24 03:33:33,0,Asikk nihhh Aplikasi sangat bermanfaat
2024-08-24 03:28:24,0,Memudahkan pengurusan pajak kendaraan
2024-08-24 03:27:35,0,Good
2024-08-24 03:25:32,0,Aplikasi yang memudahkan dengan tampilan yg eyecatching 🤩
2024-08-24 03:25:14,0,Bagus
2024-08-24 03:24:10,0,good corpiorate governance gasskeunmwmudahkan untuk bayar pajak.
2024-08-24 03:17:44,0,Sangat membantu dan mempermudah
2024-08-24 03:17:35,0,Semoga selalu memberikan kebermanfaatan
2024-08-24 03:16:36,0,Sangat membantu sekali❤
2024-08-24 03:15:29,0,Aplikasi memudahkan warga Jawa Barat
2024-08-24 03:14:39,0,Ngemudahin bangettt
2024-08-24 03:12:24,0,Mantap
2024-08-24 03:10:14,0,Aplikasi nya warga jawa barat! 🔥❤️
2024-08-24 03:09:47,0,Sangat mwmbantu untuk pembayaran dll
2024-08-24 03:09:03,0,Terima kasih jadi lebih mempermudah
2024-08-24 03:08:03,0,Luar biasa
2024-08-24 03:06:29,0,Aplikasinya sangat bermanfaat
2024-08-24 03:00:07,0,Aplikasinya bermanfaat dan banyak untuk pembayaran dll. Goo job deh pokoknya 💯
2024-08-24 02:58:31,0,Baguz
2024-08-24 02:58:15,0,"Niceee, aplikasi nya mudah penggunaan nya"
2024-08-24 02:56:47,0,Terimakasih buat Sapa warga dan anak disco SMG sll sukses semuanya Aamiin
2024-08-24 02:53:52,0,👍🏻👍🏻
2024-08-24 02:46:56,0,baik
2024-08-24 02:44:46,0,mantap✨
2024-08-24 02:43:16,0,Sangat membantu sekali
2024-08-24 02:37:49,0,Madep
2024-08-24 02:36:16,0,Karena war ke 2 lancar dan dapet tiket bareng istri.
2024-08-24 02:35:21,0,smoga sukses terus
2024-08-24 02:27:25,0,Semoga bisa memajukan jawabarat
2024-08-24 02:13:14,0,Manjiw...
2024-08-24 02:11:56,0,Bagus aplikasinya
2024-08-24 02:11:53,0,Sangat membantu
2024-08-24 02:11:34,0,Bagus
2024-08-24 02:11:13,0,makasihh ya tiket gratisnya
2024-08-24 02:09:53,0,lepayanan bagus
2024-08-24 02:07:46,0,Memudahkan Masyarakat terkait data jawa barat
2024-08-24 02:07:25,0,Suka banget aplikasinya sangat mempetmudah warga bandung
2024-08-24 02:05:32,0,Aplikasi ini sangan membantu warga
2024-08-24 02:01:19,0,mantap
2024-08-24 02:01:11,0,sangat baik
2024-08-24 01:56:11,0,Pelayanan ramah
2024-08-24 01:45:33,0,apk nya sangat bagus mantapp
2024-08-24 01:45:18,0,Aplikasinya sangat membantu
2024-08-24 01:42:21,0,Aplikasi bagus untuk membantu warga jabar
2024-08-24 01:41:53,0,pelayanan nya bagus
2024-08-24 01:41:34,0,Sangat membantu dalam pembayaran pajak kendaraan bermotor
2024-08-23 13:39:47,0,Good
2024-08-23 10:29:53,0,Aplikasi nya bagus dan bermanfaat
2024-08-23 10:27:05,0,Aplikasi pemerintah yang bagus untuk warga
2024-08-23 10:27:03,0,Mantaps sangat berguna buat warga Jabar😍😍
2024-08-23 10:24:30,0,Ajib
2024-08-23 10:02:52,0,bagus banget semua info jabar ada disini
2024-08-23 10:02:43,0,mantap
2024-08-23 10:02:34,0,mantap
2024-08-23 10:02:10,0,Aplikasi nya bagus banget pelayanan publik yang sangat mudah di gunakan bagus banget best pokoknya buat apk sapawarga✨🥰
2024-08-23 10:01:49,0,apk terbaikk pokonyaa
2024-08-23 09:51:01,0,bagus banget
2024-08-23 09:43:25,0,baguss sekali
2024-08-23 09:41:48,0,Mantappp
2024-08-23 09:39:07,0,"kerennn, bukan wargi jabar tapi apps inii sangatt bermanfaat"
2024-08-23 09:18:52,0,Keren bermanfaat
2024-08-23 08:33:42,0,Sapawarga ok banget
2024-08-23 08:02:02,0,Hatur nuhun jabar
2024-08-23 07:25:36,0,Mantaapppp
2024-08-23 07:21:05,0,Sapawarga aplikasi yang sangat membantu sekali
2024-08-23 07:15:08,0,"Good aplikasi,buat informasi dan layanan Waga Jawa barat"
2024-08-23 07:11:58,0,sangat membantu dan bagus juga
2024-08-23 07:11:08,0,aplikasi bagus untuk warga jawabarat
2024-08-23 07:10:28,0,Aplikasi nya bagus mantap
2024-08-23 07:10:19,0,semakin mudah bayar pajak
2024-08-23 07:10:14,0,Sapa warga keren
2024-08-23 07:10:11,0,mantap
2024-08-23 07:09:24,0,sangat membantu pengurusan surat kendaraan dan pajak. blokir kendaraan cukup lewat aplikasi. hatur nuhun
2024-08-23 07:05:31,0,Keren ada segalanya dan terintegrasi dgn sijuara
2024-08-23 07:04:03,0,Sangat baik
2024-08-23 07:03:20,0,Good
2024-08-23 07:03:01,0,Keren
2024-08-23 06:53:19,0,Mantap banget
2024-08-23 06:48:04,0,apk nya sangat membantuuu
2024-08-23 06:42:11,0,"Keren bangetttt, memudahkan banget, kerenn"
2024-08-23 05:22:34,0,Aplikasi nya oke deeehhh
2024-08-23 05:10:21,0,Mudah & Simpel
2024-08-23 04:57:13,0,"Suka banget sama app ini, sangat membantu"
2024-08-23 04:38:42,0,Sapa warga emang the best
2024-08-23 04:36:46,0,Sapa warga memang paling de best memudahkan masyarakat
2024-08-23 04:36:37,0,memudahkan untuk dapat tiket
2024-08-23 04:30:04,0,Sangat membantu
2024-08-23 04:10:14,0,Aplikasi nya sangat bermanfaat
2024-08-23 04:09:32,0,"Sangat membantu setiap keperluan masyarakat, jadi satu pintu tanpa perlu banyak aplikasi"
2024-08-23 04:09:24,0,Aplikasinya sangat memudahkan kami untuk cek pajak dan event jabar
2024-08-23 03:51:59,0,Dari sekian banyaknya aplikasi pemerintah cuman ini yg bener bener kepake👍
2024-08-23 03:08:33,0,mantap
2024-08-23 03:08:26,0,mantap
2024-08-23 03:07:54,0,Bisa membantu warga
2024-08-23 02:57:38,0,Praktis dan mudah
2024-08-23 02:54:02,0,Mempermudah segalanya
2024-08-23 02:53:39,0,Byr pajak jd mudah
2024-08-23 02:52:44,0,Aplikasi sangat membantu untuk mengecek pajak kendaraan & lebih mudah untuk menbayar pajak kendaraan
2024-08-23 02:52:44,0,Aplikasi yg memudahkan segalany a
2024-08-23 02:51:34,0,Bagus banget sangat berguna
2024-08-23 02:46:36,0,Keren banget mantappp
2024-08-23 02:43:55,0,Bagus
2024-08-23 02:42:08,0,Aplikasi sangat membantu
2024-08-23 02:40:43,0,Mempermudah warga untuk keperluan bayar pajak
2024-08-23 02:38:21,0,Semoga semakin sukses dan membantu mempermudah layanan publik
2024-08-23 02:27:21,0,Tingkatkan
2024-08-23 02:24:07,0,sangat bagus dan cocok untuk kepentingan bersama
2024-08-23 02:22:30,0,pembayaran pajak proses cepat dan mudahh 🤩
2024-08-23 02:22:13,0,aplikasinya bagus
2024-08-23 02:22:02,0,Aplikasinya bagus bermanfaat
2024-08-23 02:20:43,0,Sapa warga sangat membantu kami.
2024-08-23 02:20:02,0,Sangat inspiratif
2024-08-23 02:19:01,0,mantap
2024-08-23 02:18:19,0,Sapawarga memudahkan masyarakat jawa barat best
2024-08-23 02:17:58,0,"Mudah di akses, lancar jaya"
2024-08-23 02:14:00,0,Bagus
2024-08-23 02:13:57,0,keerenn dapet tiket
2024-08-23 02:12:13,0,Aplikasinya baik dan mempermudah
2024-08-23 02:08:11,0,Sapawarga kereen
2024-08-23 02:06:50,0,sapawarga kerennn
2024-08-23 02:05:09,0,"aku warga bandung, pokonya harus madep"
2024-08-23 02:04:09,0,Informasi tentang Jawa Barat ada disini
2024-08-23 02:04:04,0,Bagus..
2024-08-23 02:00:07,0,Keren luar biasa
2024-08-23 01:58:52,0,mantapp seruww😍😍
2024-08-23 01:58:07,0,sapawarga kereenn👍
2024-08-23 01:56:34,0,👍👍👍
2024-08-23 01:23:02,0,Keren
2024-08-23 01:13:20,0,Ok
2024-08-23 01:06:31,0,Aplikasi layanan terpadu yang lengkap fiturnya
2024-08-23 01:00:50,0,"Aplikasinya OK, banyak manfaatnya"
2024-08-23 00:15:16,0,Buat saat ini good ...
2024-08-22 23:37:52,0,Bayar Pajaknya Cepat.. Mantap.. tinggal datanf ke samsat aja utk Verif STNK nya..
2024-08-22 20:23:59,0,Mantappp...
2024-08-22 01:01:29,0,Bagus
2024-08-22 00:43:19,0,Cukup membantu
2024-08-21 23:38:14,0,Info dari aplikasi canggih ini bahwa saya tidak mempunyai kendaraan. Memang canggih
2024-08-21 14:13:39,0,Ini ko syarat buat blokir kepemilikan harus foto selfie sambil megang ktp!!! Nanti data saya di buat pinjoll lagii !!!
2024-08-21 05:03:24,0,Jelek kli
2024-08-21 04:48:51,0,Hihihi
2024-08-20 18:54:38,0,bad
2024-08-20 14:04:21,0,"Server aplikasi perlu ditingkatkan, untuk sekelas provinsi besar yang warga nya banyak..."
2024-08-20 13:38:51,0,RUDEEETTTTT EROR WAE AH
2024-08-20 13:21:10,0,"Pengecekan pembayaran pajak lebih mudahan ,dan bisa d cek pakai semarat pon terima kasih Pemprop jbar"
2024-08-20 13:06:02,0,"Aplikasi rusak, login ga bisa hahhaha"
2024-08-20 10:26:37,0,pak cara pengiriman setelah perpanjangan stnk asli nya ke alamat saya nya gimana??
2024-08-20 07:52:40,0,ok
2024-08-20 00:37:23,0,"Saya Bayar pajak via sapawarga ternyata masih harus ke samsat sedangkan pas di samsat ditanyain ktp asli,jadi gabisa pengesahan,kalo gitu kenapa ga bikin peraturan kalo gapunya ktp gabisa bayar di sapawarga"
2024-08-19 16:05:49,6,"Saya kaget pas pertama login data saya beda semua padahal itu email saya sendiri ada apa ya? Padahal terakhir saya login masih sama data saya miliki tiba2 data sampai nomor telpon beda semua. Apa kena hack datanya? **Skg sudah saya rubah lagi datanya tapi nomor hp saya yg pertama tidak bisa d input d akun saya kemungkinan data saya tertukar jadi nomor hp saya ada d akun orang lain, bahaya!!!"
2024-08-19 14:26:47,0,"Belum jatuh tempo,tapi kenapa saya terkena denda ??!!"
2024-08-19 10:24:19,0,No tlpn saya aktif tapi ko di situ tertulis no tlpn tidak aktif gmna ini ribet jadi nya
2024-08-19 02:32:56,0,Nah diaplikasi ini baru bisa lancar bayar pajak kendaraan
2024-08-19 01:23:03,9,"mudah dan gak ribet, sangat bentu tidak bikin akun pun langsung bisa cek pembayaran pajak, trimkasih"
2024-08-18 15:09:28,0,Sangat membantu untuk mempermudah cek pajak kendaraan.
2024-08-18 03:15:06,0,"kacau database nya comot dari mana, gak pernah punya motor yamaha, tiba-tiba ada kepemilikan pajak motor yamaha 1 dan belum dibayar, masa iya bayarin pajak motor orang?"
2024-08-16 09:27:39,0,Coba dulu
2024-08-16 02:58:05,54,"Sangat membantu, mudah, jika ada kendala hubungi langsung hotline via wa, dan beberapa menit langsung di respon. Pas pengesahan proses cuma 5 menit tanpa antri. Mantapp. Tingkatkan terus kualitas pelayanan kepada masyarakat nya. Semoge kedepanya semakin lebih baik lagi"
2024-08-16 02:10:55,3,"Bikin akun baru aja ribet na ya Allah. Password xxxxxx terus lanjut ""harus ada kapital"" Password xxxxxxX terus lanjut ""harus ada simbol"". Saking pinter y bangsa urang nu kuduna mudah simple dijieun ribet sulit."
2024-08-15 23:37:29,0,AAT4TTYTaطككطصططططسصططططططصطـصططصطططططططططصصططططصصطصطصصطكطططسططصـصـط ꙮꙮ ꙮꙮ ꙮﷵꙮﷵꙮ°ꙮ ✶ﷵ ꙮꙮ° ꙮꙮ ꙮ°✶ꙮꙮ ꙮ ꙮꙮꙮ ꙮ°ꙮꙮ ꙮ°✶ ﷲﷵﷵꙮ ꙮ
2024-08-15 13:25:16,0,Cukup membantu
2024-08-15 08:13:52,0,Untuk apa ada pelayanan lepas kepemilikan kalau ujung2 nya di peraulit
2024-08-15 06:32:42,0,"Mau daftar, masa no nik saya salah"
2024-08-15 06:24:14,0,"Lading lama kaya ga diupdate, jadi ga ke pakai"
2024-08-15 05:40:41,0,Semoga jadi jalan di mudahkannya segala urusan dan permasalahan masyarakat jawa barat.hatur nuhun🙏
2024-08-14 11:14:35,32,"2 kali pembayaran pajak motor menilai aplikasi jadi ribet kurang praktis masih praktisan yg dulu tidak ada kendala Baru masuk susah untuk pembayaran, begitu bisa suruh update "" Sudah bayar"" Dan tidak bisa respon ada waktu 10 menit sampai habis trus di arahkan hub cs begitu terhubung pelayanan bukan 24 jam tunggu buka lagi Oh ya coba malam ada notice tidak bisa lagi cut off,,,,, Mohon tingkatan pelayanan lagi"
2024-08-14 08:21:30,0,Sangat membantu
2024-08-13 12:49:31,0,Utk blokir atas nama stnk sangat mudah
2024-08-13 08:34:37,0,"alhamdulillah sangat bermanfaat untuk bayar pajak motor salah satunya, pas ke samsat tanpa antri"
2024-08-13 04:43:22,1,"registrasi, format nik tidak sesuai... ribet amat nih aplikasi, enakan SAMBARA"
2024-08-13 04:36:38,6,"apk apaan ini? sekelas jabar provinsi besar di jawa punya apk kaya eek..susah dibuka, login jg susah, selalu ada gangguan, sdh bayar pajak malah hrs registrasi lagi ke samsat, contoh signal, bisa bayar dengan opsi kirim stnk ke rumah"
2024-08-12 20:46:44,0,Bagus mudah dioperasikan
2024-08-12 07:01:58,0,Sangat membantu sekali
2024-08-12 04:29:58,4,"Format nik tidak sesuai, sudah jelas saya cantumkan nik saya sesuai ktp, berkalikali saya coba daftar. Sampai saya malas lagi liat aplikasi ini."
2024-08-12 01:19:56,0,Saya sudah bayar lewat qris tapi belum di verifikasi
2024-08-11 22:32:52,0,Ok pokoknya
2024-08-11 02:41:28,0,Oke membantu
2024-08-11 00:07:55,0,"Waktu masih Sambara berdiri sendiri lancar2 aja aplikasinya, giliran jadi sapa warga malah ga bisa cek dan bayar pajak kendaraan."
2024-08-10 04:47:52,0,Tolol gunta ganti Malah buang buang anggaran Bego
2024-08-10 04:25:13,5,Aplikasinya makin ribet. Kode bayar cuma 30 menit. Mau apply kode bayar lagi gak bisa. Balikin lagi ajalah ke sambara sebelumnya
2024-08-10 00:18:32,0,Ok
2024-08-09 15:21:57,0,Maaf min desa cipanas gk muncul padahal ad adu kecamatan cipanas kabupaten cianjur kok desa cipanas gk ada ya
2024-08-08 15:07:34,0,Ok
2024-08-08 14:25:15,0,"Bayar pajak online ribet gagal terus, pergi ke samsat antri berjam jam banyak calo pula rakyat mau bayar pajak aja di persulit"
2024-08-08 13:05:59,2,kecewa sekali sama aplikasi ini. aku pikir bayar online lebih praktis ternyata bikin ruwet sudah bayar lewaat qris. tapi bukti eskkp nya gak muncul2.. malah masih ada tagihan nya .gimana min uang saya hangus entah kemana. sudah jelas saya tf nya ke sambara jabar
2024-08-08 10:08:28,0,"Buruk sekali, bayar pajak kendaraan aja engga bisa2 loading terus pas masuk akun. Malu bikin event besar-besaran kemarin👎"
2024-08-08 07:39:21,0,"Lawak kali minta kirim kode Verifikasi ke email pas di klik kode Verifikasi nya malah invalid, lagi lagi app pemerintah jelek"
2024-08-08 06:44:34,0,"Susah bikin akun, gagal terus ""Terdapat Kesalahan Internal"""
2024-08-08 06:36:32,0,"Kenapa tidak bisa masuk dengan google?? ""Terdapat kesalahan internal"""
2024-08-08 06:23:40,0,kenapa link verifikasi selalu tidak valid !?
2024-08-08 05:47:01,0,"Mw bayar pajak kendaraan daftar via akun google notif nya ""terjadi kesalahan internal"". Pilih opsi daftar sapawarga notifnya ""email sudah digunakan"". Pdhl baru download apk nya."
2024-08-08 05:29:51,0,"Tidak bisa buat akun baru, link verifijasi tidak aktif"
2024-08-08 05:12:31,0,Buat aplikasi ga niat buat daftar aja susah server banyak gangguan banyak bug banyak eror gajelas buat verif akun aja harus berulang kali karna link tidak valid gajelas
2024-08-08 04:54:02,0,saya gabisa ganti sandi dan kenapa mau buat akun pun gabisaa
2024-08-08 04:06:56,0,"Untuk pembatalan pembayan diakun sapawarga gimana ya? Saya lupa mau byar lewat apa. Tadinya mau ganti metode bayar, pdhal udah 1×24 jam masih proses, blum gagal bayar. Caranya gimana? Ada solusi?"
2024-08-08 01:48:22,0,"Aplikasi yang errornya minta ampuun. Diminta link verifikasi terosss sampai ga jadi jadi tuh akun, udah laah hapus ajaaaa ga guna terus aja dibilang link kadaluarsa"
2024-08-08 00:57:50,0,"verifikasi email, kadaluarsa terus, aplikasi bangke"
2024-08-08 00:10:52,4,"Tiap mau verifikasi akun, link nya selalu kadaluarsa. Padahal baru hitungan detik masuk pesan langsung klik. Tetep gak bisa, ribet amat!"
2024-08-07 06:23:13,0,"Mau sign in tapi server tidak merespon terus, kira2 kapan ya bs respon"
2024-08-07 04:23:12,0,"ini padahal saya sudah bayar pajak lwt qris, knpa di gagalkn padahal saldo udah tf, terus saldo saya lari kmana, mohon bantuannya"
2024-08-07 04:17:51,0,Pokonyaaa mantap di sinih mah
2024-08-07 01:40:18,0,Apk gajelas eror teroooosssss udah bener sambara eh digabungin malah sering eror ulasan udah jelek bukanya diperbaikin malah tambah ancooorrr
2024-08-07 01:36:12,0,"Trs gunanya app ini apa kalo di alihkan ke app lain pengaduan nya, saya melaporkan tentang adanya lampu lalulintas padam malah di alihkan ke app lain"
2024-08-06 15:51:05,8,"aplikasi kok bukanya mempermudah mlh nga bisa digunakan,niat mau membantu biar kita taat baya pajak nga sih,tahun lalu pake aplikasi sabara lbih mudah bayar via online,ini mau cek aja sulit,tolong bikin aplikasih yg mudah digunakan,saya pake wifi dan data seluler,respon nga ada sinyal,hadooohh"
2024-08-06 10:39:57,0,"Mudah mudahan tetap selalu membantu,"
2024-08-06 07:03:42,0,"Data Kendaraan saya tidak muncul dalam aplikasi, padahal Data pribadi saya sudah sesuai."
2024-08-05 19:55:27,0,Great to the operation this applcation
2024-08-05 12:55:32,0,"Loadingnya ga beres2 pas mw buat akun, tolong benahi lg aplikasinya kalau memang ditujukan untuk membantu dan mempermudah layanan masyarakat."
2024-08-05 07:04:31,0,"hati"" penipuan manti hp kalian akan kena hakk , punya sayah juga ini banyak iklan kena hak, ini palsu bukan resmi DISPENDA"
2024-08-05 03:09:30,0,Sangat membantu
2024-08-04 16:16:10,0,"aplikasi yg sangat tidak jelas,,,ngcek motor saya vega,,,di cek jadi mio"
2024-08-04 10:20:40,0,Membantu sekali
2024-08-04 10:15:03,0,Coba dulu
2024-08-04 04:46:27,0,Membantu
2024-08-03 10:42:12,0,Mantap pisan 🙏
2024-08-02 16:07:34,0,Min saya mau regis akun sapa warga pas sudah selesai dan di minta verifikasi email tapi email ga masuk-masuk dan saya ga bisa login... Bisa di bantu?
2024-08-02 12:08:25,2,Saya baru punya 1 motor Kemarin motor nya saya jual kenapa pas sudah lepas kepemilikan data nya jadi milik 5 kenapa itu .. mohon untuk cs nya ... Aplikasi nya bagus membantu.. perbaikan nya terus
2024-08-02 05:08:09,0,"mau bayar pajak online dipersulit, harus download aplikasi sana sini, mohon untuk hapus semua aplikasi yang tidak perlu agar pembayaran bisa lancar. saya hampir kena denda terlambat"
2024-08-02 03:50:34,0,Baik dan bagus membantu untuk membayar pajak dan tnkb
2024-08-02 01:58:37,0,"hadeuuhhh,,, mening kalo belum siap online gak usah maksain dah,, kesannya kaya di php,saya udah siap bayar ehhh malah blm tersedia... saran saya mening di benahin dulu aja sistemnya, kalo udah bagus baru di publish ke masyarakat, mau taat pajak aja kok syulit"
2024-08-01 22:43:07,0,Susah banget dapetin kode bayar buat bayar pajak y. Mohon di tingkatkan lagi
2024-08-01 11:45:42,0,"Dipake tulisannya gangguan,aplikasi kaga guna"
2024-08-01 11:23:18,0,"eror wae, rek mayar pajak, di onlinekeun teh angger weh masih goreng kinerja aplikasi na, kudu kumaha, meh sat set sat set teu ribet teh. 2024 loh ayeuna teh cik rekrut developer apk nu bener"
2024-08-01 09:07:28,0,Nembe mah hiji we heula
2024-08-01 05:37:37,0,eror cek kendaraan lain gk bsa terus mles apk gk guna
2024-08-01 04:54:42,0,"sangat bermanfaat, satu aplikasi untuk semua kebutuhan warga jawa barat👍🏻"
2024-08-01 03:10:53,0,"Aplikasi sambara kok bermasalah, gak bisa cek pajak kendaraan. Gimana mau bayar online? Tolong diperbaiki ya. Terimakasih."
2024-07-31 16:22:33,0,Sudah bagus Sambara.. Dilihat2 banyak sekali admin/developer nya minta maaf.. Ini aplikasi lebaran kali ya..
2024-07-31 05:47:33,0,"Aplikasi mudah digunakan, praktis, lancar"
2024-07-31 03:35:28,0,Aplikasi yg sangat mmbantu saya.terimaksih
2024-07-31 03:35:17,0,"Tahu aplikasi lewat DTI-CX, berguna meskipun bukan pemilik KTP Jawa Barat. Bisa untuk kolaborasi dengan pemda lain."
2024-07-31 02:53:57,0,Aplikasi nya. Parah
2024-07-31 02:45:28,0,Banyak eror tidak bisa diandalkan percuma mesti ke kantor samsat juga jatohnya pusing
2024-07-30 11:32:22,0,saya bayar pajak motor lewat app ini. pembayaran sudah sukses. di aplikasi keterangan nya menunggu pembayaran. kok parah ini.
2024-07-29 18:17:56,0,"Mau bayar pajak motor , mode bayar ga bisa dibayar , status memeriksa pembayaran terus . Ga ada menu batalkan atau perbarui kode bayar , sampai akhirnya kena denda karena telat bayar ."
2024-07-29 04:02:13,0,"Tambah bobrok apk nya susah ke buka,eror terus,,pantesan rating bintang ny jelek,bukan ngasih solusi malah tambah puyeng,apalagi Cs nya susah d hbngi.. biar bintang yg menilai"
2024-07-28 17:26:05,0,Mantaf sangat membantu👍👍👍👍👍
2024-07-28 15:54:50,0,Mantap
2024-07-28 14:24:53,0,Ok
2024-07-28 03:49:51,0,Goodjob
2024-07-27 10:54:59,0,Mantul
2024-07-27 06:53:32,0,Sangat membatu terutama buat jual beli motor
2024-07-25 11:06:42,0,Belum di cek.. Tapi saya harap tidak mengecewakan
